0.46,10,0.12,0.515,0.224,0.108,0.1565,0.35
0.59,15,0.145,1.053,0.4415,0.262,0.325,0.475
0.515,10,0.13,0.722,0.32,0.131,0.21,0.405
0.645,16,0.215,1.514,0.546,0.2615,0.635,0.485
0.605,13,0.165,1.056,0.4215,0.2475,0.34,0.465
0.61,12,0.175,1.2445,0.544,0.297,0.345,0.485
0.725,14,0.19,2.55,1.0705,0.483,0.725,0.57
0.705,14,0.22,1.981,0.8175,0.3085,0.76,0.56
0.695,14,0.215,1.9565,0.7125,0.541,0.59,0.55
0.525,8,0.155,1.065,0.486,0.233,0.285,0.435
0.58,11,0.15,0.97,0.385,0.2165,0.35,0.475
0.57,14,0.18,0.9395,0.399,0.2,0.295,0.48
0.64,21,0.175,1.368,0.515,0.266,0.57,0.51
0.62,13,0.19,1.218,0.5455,0.2965,0.355,0.49
0.615,13,0.18,1.1595,0.4845,0.2165,0.325,0.48
0.61,12,0.17,1.0225,0.419,0.2405,0.36,0.485
0.58,14,0.15,0.927,0.276,0.1815,0.36,0.45
0.5,12,0.155,0.772,0.346,0.1535,0.245,0.405
0.64,16,0.185,1.3035,0.4445,0.2635,0.465,0.5
0.56,15,0.16,0.922,0.432,0.178,0.26,0.45
0.585,10,0.185,0.922,0.3635,0.213,0.285,0.46
0.5,13,0.165,0.825,0.254,0.205,0.285,0.4
0.42,8,0.115,0.369,0.171,0.071,0.12,0.335
0.335,7,0.09,0.181,0.0755,0.0415,0.06,0.25
0.5,9,0.14,0.6155,0.241,0.1355,0.205,0.405
0.55,10,0.14,0.8025,0.244,0.1635,0.255,0.405
0.45,8,0.13,0.46,0.174,0.111,0.135,0.35
0.47,10,0.135,0.501,0.1665,0.115,0.165,0.36
0.555,13,0.135,0.836,0.336,0.1625,0.275,0.445
0.565,14,0.175,0.9025,0.31,0.193,0.325,0.44
0.625,22,0.215,1.4455,0.496,0.287,0.435,0.505
0.565,17,0.16,0.9425,0.3495,0.2185,0.275,0.425
0.59,13,0.18,1.1235,0.4205,0.2805,0.36,0.47
0.6,15,0.165,1.2415,0.485,0.2775,0.34,0.495
0.56,15,0.175,1.011,0.3835,0.2065,0.37,0.45
0.56,19,0.185,1.07,0.3805,0.175,0.41,0.45
0.545,10,0.16,0.8975,0.341,0.1655,0.345,0.46
0.53,11,0.165,0.8945,0.319,0.239,0.245,0.42
0.27,6,0.08,0.1205,0.0465,0.028,0.04,0.2
0.52,14,0.15,0.895,0.3615,0.186,0.235,0.45
0.35,8,0.11,0.2925,0.1225,0.0635,0.0905,0.275
0.47,9,0.15,0.6355,0.2185,0.0885,0.255,0.39
0.59,16,0.2,1.187,0.412,0.2705,0.37,0.5
0.62,14,0.205,1.219,0.3875,0.2505,0.385,0.485
0.63,15,0.225,1.525,0.56,0.3335,0.45,0.505
0.63,13,0.155,1.259,0.4105,0.197,0.41,0.515
0.655,22,0.215,1.844,0.7425,0.327,0.585,0.54
0.61,18,0.24,1.642,0.532,0.3345,0.69,0.5
0.635,20,0.205,1.484,0.55,0.3115,0.43,0.525
0.485,14,0.14,0.6295,0.2285,0.127,0.225,0.395
0.515,14,0.175,0.9565,0.325,0.158,0.31,0.38
0.53,10,0.155,0.699,0.288,0.1595,0.205,0.435
0.44,9,0.125,0.4775,0.132,0.0815,0.19,0.355
0.54,17,0.18,0.996,0.3835,0.226,0.325,0.435
0.61,15,0.165,1.116,0.428,0.2205,0.315,0.475
0.6,26,0.195,1.0575,0.384,0.19,0.375,0.495
0.49,11,0.14,0.549,0.2215,0.1275,0.15,0.395
0.37,9,0.105,0.234,0.0905,0.0585,0.075,0.28
0.37,8,0.1,0.252,0.1065,0.0595,0.074,0.28
0.36,6,0.1,0.217,0.0885,0.0495,0.0715,0.27
0.645,13,0.24,1.5415,0.471,0.369,0.535,0.515
0.55,14,0.125,0.7605,0.2505,0.1635,0.195,0.41
0.57,10,0.145,0.9055,0.3925,0.2355,0.275,0.435
0.56,14,0.14,0.971,0.443,0.2045,0.265,0.44
0.595,19,0.195,1.3305,0.4595,0.3235,0.345,0.455
0.63,23,0.175,1.3,0.4335,0.2945,0.46,0.485
0.45,10,0.1,0.3675,0.1465,0.1015,0.12,0.35
0.385,11,0.1,0.2845,0.1065,0.075,0.1,0.31
0.335,7,0.105,0.222,0.0935,0.056,0.075,0.265
0.51,12,0.13,0.6435,0.27,0.1665,0.205,0.4
0.36,8,0.105,0.241,0.0865,0.053,0.095,0.295
0.5,12,0.155,0.5955,0.2135,0.161,0.2,0.38
0.62,11,0.19,1.3415,0.5705,0.3175,0.355,0.465
0.6,14,0.19,1.0875,0.403,0.2655,0.325,0.475
0.59,16,0.185,1.283,0.473,0.276,0.425,0.45
0.62,13,0.185,1.325,0.6045,0.325,0.33,0.475
0.575,14,0.145,1.165,0.581,0.2275,0.3,0.455
0.62,12,0.185,1.274,0.579,0.3065,0.32,0.465
0.49,13,0.14,0.707,0.2795,0.2185,0.18,0.39
0.61,14,0.15,1.2,0.56,0.2455,0.28,0.48
0.57,12,0.14,0.9535,0.4465,0.2065,0.245,0.46
0.58,9,0.17,0.93,0.408,0.259,0.22,0.455
0.635,16,0.17,1.275,0.509,0.286,0.34,0.515
0.7,20,0.205,2.13,0.7415,0.49,0.58,0.58
0.675,13,0.185,1.587,0.6935,0.336,0.395,0.525
0.745,17,0.215,2.499,0.9265,0.472,0.7,0.585
0.605,18,0.18,1.227,0.48,0.287,0.35,0.49
0.63,19,0.16,1.016,0.4215,0.244,0.355,0.515
0.58,11,0.145,0.887,0.4405,0.1655,0.265,0.465
0.63,12,0.18,1.13,0.458,0.2765,0.315,0.49
0.685,13,0.15,1.343,0.4635,0.292,0.4,0.52
0.63,11,0.19,1.1775,0.4935,0.3365,0.285,0.49
0.565,15,0.175,0.995,0.3895,0.183,0.37,0.465
0.605,15,0.18,1.1405,0.3755,0.2805,0.385,0.47
0.535,10,0.145,0.791,0.33,0.189,0.25,0.42
0.485,10,0.135,0.663,0.313,0.137,0.2,0.4
0.47,12,0.12,0.5565,0.226,0.122,0.195,0.375
0.545,10,0.135,0.8445,0.373,0.21,0.235,0.425
0.54,12,0.155,0.7385,0.3515,0.152,0.215,0.42
0.46,10,0.135,0.482,0.207,0.1225,0.145,0.38
0.49,14,0.125,0.609,0.239,0.1435,0.22,0.42
0.475,10,0.125,0.593,0.277,0.115,0.18,0.375
0.47,8,0.145,0.5865,0.2385,0.144,0.185,0.38
0.535,12,0.15,0.6765,0.256,0.139,0.26,0.44
0.585,11,0.15,0.987,0.4355,0.2075,0.31,0.455
0.515,9,0.135,0.7225,0.295,0.1625,0.235,0.455
0.45,8,0.115,0.479,0.2125,0.1045,0.15,0.355
0.59,16,0.12,0.911,0.39,0.182,0.29,0.485
0.555,11,0.145,0.915,0.4,0.246,0.285,0.45
0.57,8,0.095,0.827,0.3395,0.2215,0.235,0.44
0.59,15,0.165,1.1045,0.4565,0.2425,0.34,0.5
0.585,14,0.12,0.945,0.41,0.2115,0.28,0.475
0.545,12,0.12,0.8565,0.3475,0.1715,0.24,0.44
0.63,20,0.165,1.352,0.488,0.349,0.45,0.515
0.545,13,0.14,0.625,0.223,0.16,0.235,0.41
0.58,13,0.175,1.068,0.425,0.203,0.32,0.45
0.6,19,0.16,1.015,0.3995,0.1735,0.33,0.5
0.6,20,0.155,1.036,0.4375,0.196,0.325,0.47
0.565,18,0.17,0.9065,0.342,0.156,0.32,0.455
0.545,22,0.14,0.7505,0.2475,0.13,0.255,0.42
0.5,11,0.15,0.662,0.2815,0.137,0.22,0.41
0.39,9,0.09,0.3055,0.143,0.0645,0.085,0.3
0.5,13,0.165,0.6885,0.249,0.138,0.25,0.415
0.565,13,0.185,0.9815,0.329,0.136,0.39,0.435
0.565,16,0.185,0.9265,0.354,0.1575,0.375,0.455
0.605,12,0.175,1.098,0.4765,0.232,0.375,0.5
0.725,16,0.215,1.891,0.6975,0.4725,0.58,0.565
0.575,11,0.14,0.8375,0.3485,0.1735,0.24,0.47
0.38,11,0.1,0.2665,0.115,0.061,0.075,0.285
0.655,13,0.195,1.388,0.567,0.2735,0.41,0.53
0.675,21,0.2,1.4385,0.545,0.2665,0.465,0.555
0.53,17,0.175,0.7395,0.261,0.1395,0.2645,0.415
0.665,17,0.175,1.347,0.4955,0.254,0.415,0.54
0.735,21,0.225,1.756,0.637,0.3405,0.58,0.59
0.66,16,0.185,1.32,0.5305,0.2635,0.455,0.545
0.575,17,0.155,0.9325,0.3605,0.2445,0.3,0.4
0.57,15,0.125,0.849,0.3785,0.1765,0.24,0.465
0.63,12,0.145,1.0115,0.4235,0.237,0.305,0.48
0.55,11,0.13,0.92,0.378,0.2385,0.29,0.45
0.54,11,0.135,0.8075,0.3485,0.1795,0.235,0.42
0.59,14,0.145,1.073,0.475,0.19,0.285,0.455
0.58,13,0.13,0.921,0.357,0.181,0.29,0.46
0.655,15,0.175,1.2635,0.486,0.2635,0.415,0.53
0.625,17,0.195,1.369,0.5875,0.2185,0.37,0.5
0.555,10,0.175,0.874,0.3275,0.202,0.305,0.45
0.6,15,0.175,1.105,0.4865,0.247,0.315,0.47
0.56,12,0.235,0.8395,0.3325,0.157,0.305,0.46
0.585,15,0.225,1.055,0.3815,0.221,0.365,0.455
0.56,11,0.18,0.889,0.36,0.204,0.25,0.435
0.31,6,0.085,0.146,0.061,0.0365,0.045,0.22
0.27,6,0.08,0.1,0.0385,0.0195,0.03,0.195
0.4,9,0.115,0.2795,0.1115,0.0575,0.075,0.29
0.28,5,0.08,0.0915,0.033,0.0215,0.03,0.2
0.325,4,0.09,0.147,0.06,0.034,0.045,0.23
0.21,3,0.05,0.0385,0.0155,0.0085,0.01,0.15
0.2,5,0.055,0.035,0.0145,0.008,0.01,0.14
0.235,4,0.06,0.0545,0.0265,0.0095,0.015,0.16
0.175,4,0.04,0.024,0.0095,0.006,0.005,0.125
0.155,3,0.04,0.0155,0.0065,0.003,0.005,0.11
0.385,9,0.095,0.24,0.0885,0.059,0.085,0.3
0.29,7,0.075,0.1165,0.043,0.0255,0.04,0.23
0.275,5,0.07,0.094,0.0335,0.02,0.0325,0.205
0.42,15,0.115,0.2885,0.1,0.057,0.1135,0.325
0.445,8,0.115,0.3615,0.1565,0.0695,0.117,0.35
0.32,11,0.075,0.1555,0.0585,0.038,0.049,0.245
0.255,8,0.065,0.08,0.0315,0.018,0.027,0.195
0.205,7,0.045,0.0425,0.017,0.0055,0.0155,0.155
0.35,10,0.065,0.179,0.0705,0.0385,0.06,0.255
0.28,7,0.08,0.1085,0.041,0.0265,0.0345,0.21
0.45,14,0.14,0.4625,0.164,0.076,0.15,0.335
0.535,12,0.15,0.6995,0.2575,0.153,0.24,0.42
0.345,9,0.09,0.195,0.078,0.0455,0.059,0.27
0.37,10,0.1,0.228,0.0675,0.0675,0.081,0.285
0.35,12,0.09,0.1775,0.0575,0.042,0.068,0.265
0.195,4,0.05,0.032,0.01,0.008,0.012,0.145
0.325,9,0.075,0.155,0.0475,0.0355,0.06,0.24
0.415,13,0.135,0.3865,0.128,0.07,0.148,0.345
0.32,7,0.085,0.17,0.0655,0.047,0.049,0.24
0.31,9,0.075,0.1295,0.0455,0.0335,0.044,0.225
0.235,7,0.055,0.0515,0.018,0.0105,0.0195,0.17
0.345,10,0.08,0.169,0.06,0.0425,0.054,0.255
0.34,10,0.085,0.1835,0.077,0.046,0.065,0.265
0.46,10,0.125,0.467,0.1895,0.0945,0.158,0.365
0.36,9,0.1,0.2105,0.066,0.0525,0.075,0.295
0.355,8,0.09,0.168,0.05,0.041,0.063,0.265
0.38,7,0.1,0.258,0.1055,0.054,0.08,0.235
0.355,6,0.085,0.1905,0.081,0.0485,0.055,0.26
0.325,7,0.085,0.173,0.0795,0.038,0.05,0.24
0.33,7,0.095,0.1875,0.0735,0.045,0.06,0.255
0.45,9,0.13,0.3715,0.1605,0.0795,0.105,0.34
0.33,6,0.075,0.1145,0.045,0.0265,0.035,0.215
0.48,9,0.145,0.777,0.216,0.13,0.17,0.375
0.255,5,0.065,0.079,0.034,0.014,0.025,0.18
0.31,7,0.08,0.1345,0.054,0.024,0.05,0.225
0.295,7,0.075,0.129,0.05,0.0295,0.04,0.215
0.455,11,0.12,0.4835,0.1815,0.144,0.16,0.35
0.55,13,0.155,0.9175,0.2775,0.243,0.335,0.425
0.475,14,0.145,0.6175,0.235,0.108,0.215,0.385
0.49,21,0.15,0.573,0.225,0.124,0.17,0.39
0.54,12,0.145,0.74,0.2635,0.168,0.245,0.415
0.485,10,0.14,0.5725,0.204,0.1415,0.175,0.37
0.535,16,0.185,0.8345,0.3175,0.1725,0.29,0.405
0.51,10,0.14,0.6515,0.2455,0.1665,0.185,0.4
0.565,15,0.185,0.909,0.344,0.2325,0.255,0.44
0.525,11,0.17,0.7305,0.279,0.2055,0.195,0.4
0.59,11,0.15,0.9555,0.366,0.2425,0.295,0.44
0.5,10,0.15,0.636,0.2535,0.145,0.19,0.375
0.38,9,0.12,0.283,0.1175,0.0655,0.085,0.29
0.28,5,0.1,0.1165,0.0545,0.0285,0.03,0.205
0.385,12,0.105,0.2905,0.1215,0.0685,0.0875,0.285
0.395,12,0.115,0.316,0.1205,0.0595,0.1105,0.295
0.4,9,0.125,0.417,0.191,0.09,0.1175,0.3
0.415,10,0.14,0.417,0.1535,0.1015,0.144,0.325
0.315,11,0.09,0.203,0.0615,0.037,0.0795,0.25
0.36,10,0.13,0.2765,0.0895,0.057,0.1005,0.295
0.375,11,0.1,0.2465,0.104,0.0475,0.083,0.3
0.355,8,0.085,0.201,0.069,0.053,0.0695,0.265
0.35,9,0.08,0.1915,0.08,0.0385,0.063,0.255
0.555,13,0.16,1.0575,0.3925,0.228,0.293,0.455
0.555,15,0.15,1.092,0.416,0.212,0.4405,0.44
0.525,15,0.13,0.99,0.3865,0.243,0.295,0.41
0.465,11,0.08,0.488,0.191,0.125,0.155,0.36
0.4,10,0.085,0.297,0.108,0.0705,0.1,0.305
0.505,13,0.125,0.77,0.2735,0.159,0.255,0.4
0.525,11,0.13,0.8295,0.2405,0.1825,0.275,0.4
0.545,13,0.13,0.879,0.374,0.1695,0.23,0.42
0.52,15,0.12,0.823,0.298,0.1805,0.265,0.4
0.505,13,0.13,0.656,0.227,0.1785,0.22,0.38
0.525,18,0.12,0.8665,0.2825,0.176,0.29,0.425
0.51,10,0.125,0.6565,0.262,0.1835,0.175,0.39
0.52,12,0.115,0.669,0.2385,0.172,0.205,0.385
0.535,14,0.135,0.862,0.2855,0.1525,0.32,0.41
0.445,10,0.09,0.3795,0.143,0.074,0.125,0.345
0.53,14,0.205,0.835,0.32,0.2175,0.245,0.44
0.53,20,0.13,0.8425,0.275,0.1945,0.265,0.415
0.52,9,0.14,0.6595,0.2485,0.2035,0.16,0.385
0.535,14,0.13,0.8055,0.301,0.181,0.28,0.42
0.695,15,0.175,1.5165,0.578,0.4105,0.39,0.515
0.485,10,0.12,0.547,0.215,0.1615,0.14,0.355
0.65,20,0.175,1.4805,0.5295,0.272,0.525,0.515
0.62,13,0.185,1.5275,0.69,0.368,0.35,0.505
0.615,20,0.155,1.1375,0.367,0.236,0.37,0.525
0.57,13,0.155,1.116,0.4775,0.2315,0.27,0.44
0.57,15,0.12,1.0615,0.348,0.167,0.31,0.43
0.585,15,0.15,1.2565,0.435,0.202,0.325,0.405
0.64,14,0.19,1.613,0.6215,0.361,0.47,0.51
0.545,11,0.15,0.978,0.3365,0.1905,0.3,0.45
0.345,9,0.095,0.197,0.0665,0.05,0.07,0.27
0.385,8,0.115,0.2685,0.0975,0.0825,0.085,0.275
0.455,9,0.135,0.462,0.1675,0.158,0.12,0.34
0.49,10,0.14,0.7605,0.245,0.167,0.185,0.38
0.53,11,0.165,0.732,0.189,0.17,0.31,0.41
0.505,15,0.145,0.6775,0.236,0.179,0.2,0.385
0.49,13,0.14,0.6385,0.2305,0.142,0.195,0.38
0.465,15,0.14,0.5755,0.2015,0.1505,0.19,0.35
0.56,13,0.165,0.93,0.3505,0.237,0.3,0.41
0.505,12,0.15,0.6415,0.246,0.152,0.215,0.385
0.515,10,0.145,0.8815,0.292,0.206,0.255,0.435
0.55,15,0.175,1.042,0.3295,0.2325,0.2905,0.415
0.495,12,0.135,0.709,0.211,0.1375,0.262,0.385
0.47,9,0.18,0.51,0.1915,0.1285,0.1625,0.37
0.575,12,0.165,0.9215,0.3275,0.225,0.256,0.45
0.58,12,0.16,1.0345,0.315,0.26,0.3635,0.465
0.515,15,0.145,0.695,0.215,0.1635,0.234,0.405
0.53,11,0.155,0.7155,0.2805,0.1685,0.214,0.41
0.44,9,0.11,0.394,0.157,0.096,0.122,0.335
0.52,11,0.16,0.745,0.255,0.157,0.2885,0.42
0.46,10,0.135,0.495,0.1655,0.117,0.185,0.34
0.45,10,0.125,0.349,0.119,0.1055,0.115,0.335
0.425,9,0.13,0.4405,0.152,0.0935,0.155,0.33
0.515,10,0.135,0.6615,0.2875,0.2095,0.155,0.38
0.405,7,0.12,0.3185,0.1235,0.0905,0.095,0.305
0.505,12,0.14,0.875,0.2665,0.174,0.285,0.405
0.415,6,0.1,0.325,0.156,0.0505,0.091,0.305
0.47,8,0.12,0.5805,0.266,0.0935,0.169,0.375
0.49,8,0.125,0.609,0.3065,0.096,0.1775,0.385
0.5,9,0.125,0.5975,0.27,0.1275,0.166,0.4
0.505,8,0.14,0.8275,0.3415,0.1855,0.239,0.44
0.525,8,0.13,0.7635,0.3375,0.1425,0.225,0.395
0.54,9,0.125,0.891,0.4815,0.1915,0.202,0.405
0.55,10,0.15,1.0145,0.407,0.2015,0.2875,0.45
0.555,9,0.145,0.9685,0.4985,0.168,0.2385,0.435
0.565,10,0.155,1.0595,0.4735,0.24,0.265,0.45
0.57,9,0.15,0.952,0.3895,0.2155,0.2745,0.455
0.57,10,0.13,0.7535,0.349,0.1755,0.194,0.435
0.59,9,0.165,1.077,0.4545,0.244,0.3095,0.475
0.59,12,0.13,1.102,0.455,0.2055,0.33,0.46
0.6,11,0.175,1.3445,0.549,0.2875,0.36,0.475
0.6,11,0.175,1.29,0.606,0.276,0.3445,0.495
0.605,9,0.16,1.1035,0.421,0.3015,0.325,0.455
0.615,9,0.15,1.296,0.545,0.3315,0.32,0.51
0.615,12,0.165,1.34,0.5315,0.2815,0.41,0.505
0.62,9,0.165,1.307,0.6355,0.2545,0.315,0.5
0.63,14,0.165,1.26,0.4525,0.2755,0.406,0.505
0.635,9,0.17,1.3555,0.619,0.305,0.39,0.51
0.65,11,0.175,1.4715,0.675,0.315,0.399,0.525
0.655,9,0.165,1.4095,0.586,0.291,0.405,0.52
0.655,17,0.205,2.0805,0.959,0.3415,0.601,0.58
0.66,15,0.17,1.3905,0.5905,0.212,0.453,0.53
0.66,10,0.19,1.558,0.755,0.298,0.4,0.52
0.73,17,0.23,2.8255,1.1465,0.419,0.897,0.595
0.47,8,0.12,0.612,0.327,0.15,0.14,0.365
0.475,9,0.125,0.537,0.222,0.1215,0.15,0.37
0.48,6,0.115,0.6765,0.3205,0.1065,0.17,0.375
0.48,6,0.145,0.64,0.2925,0.1405,0.1575,0.385
0.48,8,0.1,0.439,0.194,0.099,0.115,0.36
0.48,7,0.12,0.6015,0.312,0.117,0.14,0.365
0.49,8,0.125,0.649,0.32,0.124,0.1695,0.385
0.495,8,0.135,0.6335,0.3035,0.1295,0.1495,0.395
0.495,7,0.135,0.61,0.272,0.1435,0.144,0.4
0.5,6,0.135,0.6595,0.3145,0.1535,0.1565,0.39
0.5,7,0.135,0.6425,0.3195,0.129,0.1535,0.385
0.5,7,0.125,0.6725,0.336,0.12,0.1825,0.4
0.505,9,0.125,0.642,0.289,0.133,0.155,0.41
0.51,8,0.135,0.769,0.3935,0.1455,0.19,0.39
0.51,8,0.15,0.7035,0.347,0.134,0.1885,0.405
0.51,8,0.145,0.796,0.3865,0.1815,0.1955,0.41
0.515,7,0.155,0.7125,0.3695,0.137,0.155,0.39
0.525,11,0.14,0.7325,0.334,0.1575,0.17,0.4
0.53,7,0.125,0.6515,0.2715,0.1605,0.186,0.405
0.535,8,0.14,0.7165,0.2855,0.1595,0.2155,0.43
0.535,8,0.14,0.874,0.3735,0.229,0.2195,0.435
0.57,10,0.155,1.195,0.5625,0.2565,0.295,0.45
0.57,10,0.155,1.1935,0.513,0.21,0.343,0.45
0.57,8,0.14,1.0635,0.5265,0.2195,0.24,0.445
0.57,7,0.17,0.9035,0.4075,0.1935,0.214,0.46
0.575,9,0.16,1.114,0.4955,0.2745,0.29,0.475
0.58,10,0.15,1.012,0.4985,0.2115,0.2835,0.455
0.58,9,0.13,1.1335,0.586,0.2565,0.237,0.49
0.59,11,0.155,1.136,0.5245,0.2615,0.275,0.465
0.59,8,0.16,1.206,0.479,0.2425,0.309,0.47
0.595,9,0.165,1.213,0.621,0.2435,0.274,0.475
0.595,9,0.15,1.044,0.518,0.2205,0.27,0.455
0.605,9,0.155,1.161,0.572,0.2455,0.275,0.475
0.605,11,0.165,1.2315,0.6025,0.262,0.2925,0.47
0.61,11,0.15,1.1625,0.565,0.258,0.3085,0.47
0.61,10,0.155,1.168,0.554,0.239,0.3295,0.475
0.625,10,0.175,1.3325,0.5705,0.271,0.405,0.49
0.63,8,0.155,1.278,0.637,0.275,0.31,0.485
0.63,8,0.15,1.1785,0.5185,0.248,0.3235,0.48
0.635,11,0.175,1.375,0.623,0.2705,0.395,0.49
0.635,10,0.185,1.4065,0.684,0.3,0.3745,0.525
0.64,10,0.155,1.4025,0.705,0.2655,0.335,0.505
0.645,11,0.175,1.636,0.779,0.342,0.432,0.52
0.645,8,0.175,1.561,0.709,0.3555,0.4,0.52
0.645,11,0.175,1.3385,0.633,0.299,0.349,0.5
0.65,9,0.16,1.304,0.57,0.312,0.3725,0.495
0.65,11,0.21,1.6785,0.6665,0.308,0.46,0.52
0.65,10,0.185,1.622,0.6645,0.3225,0.477,0.525
0.66,9,0.19,1.5905,0.6425,0.297,0.5175,0.535
0.66,10,0.195,1.6275,0.594,0.3595,0.485,0.495
0.67,11,0.165,1.6085,0.682,0.3145,0.4005,0.525
0.68,12,0.185,1.607,0.7245,0.3215,0.498,0.535
0.69,8,0.175,1.7005,0.8255,0.362,0.405,0.525
0.69,10,0.2,1.872,0.893,0.4015,0.48,0.505
0.71,11,0.205,2.198,1.012,0.5225,0.5475,0.565
0.715,10,0.175,1.9525,0.7645,0.4185,0.4135,0.565
0.765,12,0.22,2.302,1.007,0.509,0.6205,0.6
0.43,7,0.12,0.397,0.1985,0.0865,0.1035,0.335
0.47,7,0.105,0.544,0.27,0.1395,0.129,0.36
0.49,7,0.125,0.5225,0.235,0.13,0.141,0.465
0.5,6,0.125,0.5215,0.2485,0.117,0.131,0.39
0.52,9,0.145,0.7765,0.3525,0.1845,0.185,0.4
0.525,9,0.12,0.7555,0.3755,0.1555,0.201,0.405
0.545,7,0.135,0.7835,0.4225,0.1815,0.156,0.39
0.545,9,0.12,0.793,0.434,0.1405,0.19,0.41
0.545,9,0.14,0.82,0.4615,0.127,0.218,0.415
0.55,10,0.15,0.8315,0.411,0.1765,0.2165,0.425
0.56,9,0.145,0.8995,0.464,0.1775,0.234,0.43
0.56,8,0.16,0.8965,0.42,0.2175,0.2215,0.445
0.56,8,0.145,0.852,0.43,0.1885,0.205,0.415
0.565,9,0.15,0.9595,0.4565,0.2395,0.23,0.455
0.565,8,0.15,0.99,0.5795,0.1825,0.206,0.435
0.57,9,0.15,1.0375,0.5415,0.2035,0.25,0.46
0.575,9,0.14,0.8455,0.401,0.191,0.222,0.435
0.575,9,0.135,0.907,0.4245,0.197,0.26,0.455
0.575,9,0.17,1.0225,0.549,0.2175,0.228,0.445
0.575,9,0.145,0.847,0.415,0.1945,0.22,0.445
0.58,8,0.15,1.114,0.4765,0.2155,0.265,0.455
0.58,9,0.195,1.859,0.945,0.426,0.441,0.455
0.58,9,0.135,0.814,0.3775,0.1915,0.22,0.445
